50;2020;1;2; D; 066.1; 070.8; 067.2; 064.4; 061.3; 059.0 
54;2020;1;2; D; 061.8; 067.4; 064.5; 060.9; 057.2; 054.0 
55;2020;1;2; D; 056.7; 064.6; 060.1; 053.3; 048.6; 045.7 
86;2020;1;2; D; 057.8; 067.5; 061.4; 054.0; 047.3; 043.8 
2;2020;1;2; E; 070.3; 078.5; 071.4; 068.8; 065.7; 062.8 
3;2020;1;2; E; 062.1; 070.9; 064.7; 059.5; 055.2; 051.6 
5;2020;1;2; E; 062.7; 067.9; 064.0; 060.0; 055.9; 052.0 
6;2020;1;2; E; 070.8; 076.9; 073.9; 068.4; 064.3; 060.4 
8;2020;1;2; E; 065.9; 072.3; 068.6; 064.5; 061.2; 057.1 
10;2020;1;2; E; 064.3; 072.3; 068.0; 061.6; 056.0; 051.3 
11;2020;1;2; E; 067.0; 073.3; 069.6; 066.1; 060.4; 055.1 
12;2020;1;2; E; 061.7; 067.8; 063.5; 060.4; 056.7; 053.7 
13;2020;1;2; E; 057.5; 064.4; 059.4; 054.7; 049.6; 045.7 
14;2020;1;2; E; 064.2; 070.1; 066.2; 063.3; 060.0; 056.9 
16;2020;1;2; E; 061.7; 067.8; 065.2; 060.5; 050.7; 044.5 
17;2020;1;2; E; 056.9; 063.8; 058.3; 053.1; 048.1; 045.8 
18;2020;1;2; E; 059.1; 065.9; 059.7; 053.4; 046.5; 044.2 
19;2020;1;2; E; 062.0; 067.5; 062.7; 057.4; 053.0; 049.5 
20;2020;1;2; E; 059.4; 067.0; 062.7; 057.5; 052.4; 048.2 
24;2020;1;2; E; 049.5; 056.5; 050.4; 045.9; 044.1; 043.1 
25;2020;1;2; E; 067.3; 070.2; 068.6; 067.1; 065.5; 063.7 
27;2020;1;2; E; 063.3; 073.0; 066.2; 056.8; 052.7; 050.3 
28;2020;1;2; E; 067.4; 075.0; 071.6; 064.0; 054.1; 048.0 
29;2020;1;2; E; 055.1; 064.5; 059.7; 050.0; 042.9; 038.4 
30;2020;1;2; E; 060.2; 069.5; 062.7; 057.5; 052.9; 050.0 
31;2020;1;2; E; 066.0; 073.8; 070.3; 062.4; 053.1; 047.9 
47;2020;1;2; E; 053.0; 065.5; 054.5; 048.0; 045.3; 044.1 
48;2020;1;2; E; 064.3; 068.9; 065.7; 062.8; 058.1; 054.4 
50;2020;1;2; E; 066.3; 074.0; 067.5; 064.4; 060.8; 058.0 
54;2020;1;2; E; 062.3; 067.6; 064.7; 061.3; 057.2; 051.9 
55;2020;1;2; E; 055.8; 064.0; 058.8; 052.8; 049.2; 046.8 
86;2020;1;2; E; 058.2; 066.8; 060.5; 052.6; 047.3; 043.3 
2;2020;1;2; N; 065.7; 072.6; 069.1; 063.1; 057.1; 053.2 
3;2020;1;2; N; 056.5; 068.0; 058.6; 049.8; 046.1; 044.5 
5;2020;1;2; N; 053.0; 062.0; 057.1; 048.6; 041.0; 039.3 
6;2020;1;2; N; 064.9; 073.6; 068.8; 060.6; 051.8; 045.8 
8;2020;1;2; N; 061.5; 070.5; 065.3; 058.2; 048.8; 043.5 
10;2020;1;2; N; 057.1; 068.8; 060.1; 048.7; 041.7; 040.3 
11;2020;1;2; N; 060.0; 069.7; 064.5; 052.9; 042.2; 039.7 
12;2020;1;2; N; 055.3; 063.8; 058.9; 052.2; 043.0; 037.7 
13;2020;1;2; N; 053.8; 061.8; 055.0; 051.2; 050.2; 049.8 
14;2020;1;2; N; 059.7; 066.9; 062.4; 056.1; 049.2; 045.4 
16;2020;1;2; N; 056.2; 065.8; 061.2; 047.7; 038.9; 037.0 
17;2020;1;2; N; 051.0; 061.4; 052.7; 044.6; 040.0; 038.4 
18;2020;1;2; N; 048.7; 059.1; 051.2; 044.7; 043.2; 042.2 
19;2020;1;2; N; 053.3; 063.8; 057.1; 046.9; 039.5; 036.3 
20;2020;1;2; N; 053.2; 063.2; 055.2; 045.0; 039.7; 038.6 
24;2020;1;2; N; 045.0; 053.7; 047.9; 042.6; 040.7; 040.1 
25;2020;1;2; N; 061.9; 068.1; 065.7; 060.4; 051.1; 044.4 
27;2020;1;2; N; 057.3; 070.2; 058.4; 048.9; 041.5; 038.6 
28;2020;1;2; N; 060.5; 072.4; 063.8; 046.1; 038.8; 037.7 
29;2020;1;2; N; 049.1; 062.1; 050.7; 036.5; 032.5; 031.5 
30;2020;1;2; N; 051.5; 061.7; 055.0; 045.8; 042.0; 040.6 
31;2020;1;2; N; 052.9; 064.9; 054.2; 046.8; 041.1; 039.0 
47;2020;1;2; N; 048.1; 059.4; 047.7; 042.3; 038.6; 037.2 
48;2020;1;2; N; 056.9; 063.9; 060.9; 054.6; 045.0; 039.7 
50;2020;1;2; N; 062.9; 071.0; 063.8; 057.1; 049.5; 046.1 
54;2020;1;2; N; 054.0; 064.0; 058.1; 047.8; 042.1; 039.7 
55;2020;1;2; N; 050.6; 061.0; 052.5; 046.4; 041.5; 040.2 
86;2020;1;2; N; 048.4; 061.2; 048.9; 038.8; 036.7; 036.1 
2;2020;1;3; T; 069.5; 075.0; 071.6; 068.5; 061.9; 056.4 
3;2020;1;3; T; 064.5; 070.8; 065.8; 059.2; 050.7; 046.9 
5;2020;1;3; T; 066.0; 069.9; 064.1; 059.1; 046.2; 041.6 
